1504072	n	The sum of the ignorance of the Republican candidates in the primaries for the U.S. presidential election is simply mind-boggling: one is afraid that China will obtain nuclear weapons, which they have had for 44 years, and the other proposes to close the U.S. embassy in Iran, which has been closed for 32 years... Such stupidity at the head of the world's most powerful country gives one the shivers!		Die Summe der Unwissenheit der republikanischen Kandidaten in den Vorwahlen zur US-Präsidentschaftswahl ist einfach atemberaubend: Einer fürchtet, dass China Atomwaffen erlangen wird, die sie seit 44 Jahren haben, und der andere schlägt vor, die US-Botschaft im Iran zu schließen, die seit 32 Jahren geschlossen ist... Solche Dummheit an der Spitze des mächtigsten Landes der Welt lässt einen erschauern!	Die geballte Unwissenheit der Präsidentschaftskandidaten in den Vereinigten Staaten ist wirklich unglaublich: der eine fürchtet, dass China die Atombombe kriegen könnte, die es seit 44 Jahren hat, und der andere schlägt vor, die Botschaft der USA im Iran zu schließen, die seit 32 Jahren geschlossen ist...eine solche Blödheit an der Spitze der mächtigsten Nation der Erde lässt einem kalte Schauder den Rücken hinunterlaufen.				YES
1518802	n	After countless calls to the radio and countless newspaper ads in several consecutive days, people flocked to the festival. There are devoured tons of hamburgers that were offered there in abundance, and drunk liters of beer. As a result was a large number of drunks and thus, massive work for the legions of attending paramedics who had already acquired a huge experience of such mass gatherings at countless other parties.		Nach unzähligen Aufrufen im Radio und unzähligen Zeitungsanzeigen an mehreren aufeinanderfolgenden Tagen strömten die Menschen zum Festival. Dort wurden Tonnen von Hamburgern verschlungen, die dort in Hülle und Fülle angeboten wurden, und Liter Bier getrunken. Die Folge war eine große Anzahl von Betrunkenen und damit eine massive Arbeit für die Legionen von anwesenden Sanitätern, die bereits eine riesige Erfahrung mit solchen Massenveranstaltungen bei unzähligen anderen Partys gesammelt hatten.	Nach unzähligen Aufrufen im Radio und ungezählten Zeitungsannoncen an zahlreichen aufeinanderfolgenden Tagen strömten die Leute scharenweise zu dem Fest, um dort massenweise Hamburger zu verschlingen, die dort in Hülle und Fülle angeboten wurden, und literweise Bier zu saufen, was zu einer großen Anzahl von Alkoholleichen und somit massig Arbeit für die Heerscharen von anwesenden Sanitätern führte, die schon bei zahllosen anderen Festen haufenweise Erfahrungen mit solchen Massenansammlungen gesammelt hatten.				YES
1741482	n	An Englishman, a Scotsman, an Irishman, a Welshman, a Gurkha, a Latvian, a Turk, an Aussie, a German, an American, an Egyptian, a Japanese, a Mexican, a Spaniard, a Russian, a Pole, a Lithuanian, a Jordanian, a Kiwi, a Swede, a Finn, an Israeli, a Romanian, a Bulgarian, a Serb, a Swiss, a Greek, a Singaporean, an Italian, a Norwegian, an Argentinian, a Libyan and a South African went to a night club. The bouncer said: "Sorry, I can't let you in without a Thai."		Ein Engländer, ein Schotte, ein Ire, ein Waliser, ein Gurkha, ein Lette, ein Türke, ein Australier, ein Deutscher, ein Amerikaner, ein Ägypter, ein Japaner, ein Mexikaner, ein Spanier, ein Russe, ein Pole, ein Litauer, ein Jordanier, ein Kiwi, ein Schwede, ein Finne, ein Israeli, ein Rumäne, ein Bulgare, ein Serbe, ein Schweizer, ein Grieche, ein Singapurer, ein Italiener, ein Norweger, ein Argentinier, ein Libyer und ein Südafrikaner gingen in einen Nachtclub. Der Türsteher sagte: Entschuldigung, ich kann euch nicht reinlassen ohne einen Thailänder.	Ein Engländer, ein Schotte, ein Ire, ein Waliser, ein Gurkha, ein Lette, ein Türke, ein Australier, ein Deutscher, ein Amerikaner, ein Ägypter, ein Japaner, ein Mexikaner, ein Spanier, ein Russe, ein Pole, ein Litauer, ein Jordanier, ein Neuseeländer, ein Schwede, ein Finne, ein Israeli, ein Rumäne, ein Bulgare, ein Serbe, ein Schweizer, ein Grieche, ein Singapurer, ein Italiener, ein Norweger, ein Argentinier, ein Libyer und ein Südafrikaner gingen in ein Nachtlokal. Der Türsteher sagte: "Es tut mir leid, ich kann euch ohne einen Thailänder nicht reinlassen."				YES
1741494	n	Two years ago, the idea of offering a research semester for particularly interested and committed teachers became reality. The aim is to improve communication between schools and universities. Since teachers are the best people for diffusing newly acquired knowledge, they will be given the opportunity to spend a research sabbatical at a university and to subsequently integrate this knowledge into classroom teaching.		Vor zwei Jahren wurde die Idee, ein Forschungssemester für besonders interessierte und engagierte Lehrer anzubieten, Realität. Ziel ist es, die Kommunikation zwischen Schulen und Universitäten zu verbessern. Da Lehrer die besten Personen sind, um neu erworbenes Wissen zu verbreiten, wird ihnen die Möglichkeit gegeben, ein Forschungssabbat an einer Universität zu verbringen und dieses Wissen anschließend in den Unterricht zu integrieren.	Vor zwei Jahren entstand die Idee, ein Forschungssemester für besonders interessierte und engagierte Lehrkräfte anzubieten, mit dem Ziel, die Kommunikation zwischen Schulen und Universität zu verbessern. Da die Lehrer und Lehrerinnen die besten Multiplikatoren neu erworbenen Wissens sind, sollen sie die Gelegenheit erhalten für ein halbes Jahr in der Forschung an einer Universität mitzuarbeiten und ihre Erfahrungen dann später in den Schulunterricht einzubringen.				NO. The German translation is almost correct, but the term "Forschungssabbat" is not the correct translation for "research sabbatical". A better translation would be "Forschungsfreisemester". The corrected sentence would be: "Da Lehrer die besten Personen sind, um neu erworbenes Wissen zu verbreiten, wird ihnen die Möglichkeit gegeben, ein Forschungsfreisemester an einer Universität zu verbringen und dieses Wissen anschließend in den Unterricht zu integrieren."
1743006	n	Many people easily understand the injustice of the current language situation in the world where English dominates. But they also see the collective advantages, as for example a relatively good and direct communication between intellectuals and leaders of different languages through the English language, and the personal advantages as their own knowledge of the English language. About a neutral language such as Esperanto, one does not know much and does not seek information.		Viele Menschen verstehen leicht die Ungerechtigkeit der aktuellen Sprachsituation in der Welt, in der Englisch dominiert. Aber sie sehen auch die kollektiven Vorteile, wie zum Beispiel eine relativ gute und direkte Kommunikation zwischen Intellektuellen und Führern verschiedener Sprachen durch die englische Sprache, und die persönlichen Vorteile durch ihre eigene Kenntnis der englischen Sprache. Über eine neutrale Sprache wie Esperanto weiß man nicht viel und sucht auch nicht nach Informationen.	Viele Menschen verstehen sehr wohl, wie ungerecht die gegenwärtige, vom Englischen dominierte, Sprachensituation in der Welt ist. Sie sehen aber auch die kollektiven Vorteile, wie zum Beispiel eine relativ gute und direkte Kommunikation zwischen den Intellektuellen und Spitzenpolitikern verschiedener Sprachen durch die englische Sprache und die persönlichen Vorteile dank eigener Kenntnisse der englischen Sprache. Über eine neutrale Sprache wie Esperanto, weiß man nicht viel und man wird über sie nicht informiert.				YES
1849495	n	Let me add some words about sentence fusion. A human is given two sentences and asked to produce a single coherent sentence that contains only the important information from the original two. This is a highly constrained summarization task. Investigations — carried out by Hal Daume and Daniel Marcu — has shown "that even at this restricted level, there is no measurable agreement between humans regarding what information should be considered important."		Lassen Sie mich einige Worte zur Satzfusion hinzufügen. Einem Menschen werden zwei Sätze gegeben und er wird gebeten, einen einzigen kohärenten Satz zu produzieren, der nur die wichtigen Informationen aus den ursprünglichen beiden enthält. Dies ist eine stark eingeschränkte Zusammenfassungsaufgabe. Untersuchungen - durchgeführt von Hal Daume und Daniel Marcu - haben gezeigt, dass sogar auf dieser eingeschränkten Ebene kein messbares Einvernehmen zwischen Menschen darüber besteht, welche Informationen als wichtig erachtet werden sollten.	Gestatten Sie mir, ein paar Worte zur Satzverschmelzung hinzuzufügen. Ein Mensch erhält zwei Sätze und wird gebeten, einen einzigen, zusammenhängenden Satz zu formulieren, der nur die wichtigen Informationen aus den ursprünglichen beiden enthält. Das ist eine äußerst eingeschränkte Zusammenfassungsaufgabe. Untersuchungen – durchgeführt von Hal Daume und Daniel Marcu – haben gezeigt, „dass selbst auf dieser eingeschränkten Ebene zwischen Menschen keine messbare Übereinstimmung in der Frage besteht, welche Informationen als wichtig anzusehen sind.“				YES
1934623	n	Some of my friends tell me that they do not want the Government in business. With this I agree; but I wonder whether they realize the implications of the past. For while it has been American doctrine that the government must not go into business in competition with private enterprises, still it has been traditional particularly in Republican administrations for business urgently to ask the government to put at private disposal all kinds of government assistance.		Einige meiner Freunde sagen mir, dass sie nicht wollen, dass die Regierung im Geschäft ist. Damit stimme ich überein; aber ich frage mich, ob sie die Implikationen der Vergangenheit realisieren. Denn obwohl es die amerikanische Doktrin war, dass die Regierung nicht in Konkurrenz zu privaten Unternehmen treten darf, war es dennoch traditionell, insbesondere in republikanischen Regierungen, dass Unternehmen dringend die Regierung bitten, allerlei staatliche Unterstützung zur privaten Verfügung zu stellen.					YES
2040450	n	The post-war economic development of vanquished nations can be rapid if they are not looted by the victors. For this there are two reasons. First, everything has not been destroyed: some things are merely broken; and a relatively small effort of rehabilitation is multiplied by the value of what remains serviceable. Second is the disabling of entrenched power structures, which often stand as a bar to progress.		Die wirtschaftliche Entwicklung der besiegten Nationen nach dem Krieg kann schnell sein, wenn sie nicht von den Siegern geplündert werden. Dafür gibt es zwei Gründe. Erstens wurde nicht alles zerstört: Einiges ist nur beschädigt; und ein relativ kleiner Aufwand zur Rehabilitation wird durch den Wert dessen multipliziert, was noch brauchbar ist. Der zweite Grund ist die Ausschaltung von verfestigten Machtstrukturen, die oft ein Hindernis für den Fortschritt darstellen.					YES
2069355	n	Good conductors of heat are usually good conductors of electricity, but that puts the causal relation backwards. Conduction-band electrons can't help but transport kinetic energy, which--randomized--is heat. Putting heat before electricity is reasonable only because of the rarity of materials like diamond that conduct heat via the quasi-particles called phonons, which are communicable crystal-lattice vibrations.		Gute Wärmeleiter sind normalerweise auch gute Stromleiter, aber das stellt die kausale Beziehung auf den Kopf. Leitungsbandelektronen können nicht anders, als kinetische Energie zu transportieren, die - zufällig - Wärme ist. Wärme vor Strom zu stellen, ist nur aufgrund der Seltenheit von Materialien wie Diamant sinnvoll, die Wärme über die Quasiteilchen namens Phononen leiten, die kommunizierbare Kristallgittervibrationen sind.					YES
2092456	n	On the inquest it was shown that Buck Fanshaw, in the delirium of a wasting typhoid fever, had taken arsenic, shot himself through the body, cut his throat, and jumped out of a four-story window and broken his neck—and after due deliberation, the jury, sad and tearful, but with intelligence unblinded by its sorrow, brought in a verdict of death "by the visitation of God." What could the world do without juries?		Bei der Untersuchung wurde gezeigt, dass Buck Fanshaw im Delirium eines verschwenderischen Typhusfiebers Arsen genommen, sich durch den Körper geschossen, seine Kehle durchgeschnitten und aus einem vierstöckigen Fenster gesprungen und seinen Hals gebrochen hatte - und nach gebührender Überlegung brachte die Jury, traurig und tränenreich, aber mit unverblendeter Intelligenz durch ihren Kummer, ein Urteil des Todes durch die Heimsuchung Gottes ein. Was könnte die Welt ohne Jurys tun?					YES
2158561	n	The context is the most important thing in a translation. A translator might forget a word, but if the context is clear enough to him, he could make himself understood with no problems, but if he gets an isolated sentence with no explanation, he might understand it ambiguously and he won't translate the real meaning from the original language. That's why you should always provide context when asking for a translator's help.		Der Kontext ist das Wichtigste bei einer Übersetzung. Ein Übersetzer könnte ein Wort vergessen, aber wenn der Kontext für ihn klar genug ist, könnte er sich ohne Probleme verständlich machen. Erhält er jedoch einen isolierten Satz ohne Erklärung, könnte er ihn mehrdeutig verstehen und die eigentliche Bedeutung der Originalsprache nicht übersetzen. Deshalb sollten Sie immer den Kontext angeben, wenn Sie um die Hilfe eines Übersetzers bitten.					YES
2472726	n	For the past few years, teenagers who imitate overweight American rappers have been walking like inverted pendulums, swinging from left to right, which is the only way forward if you weigh over two hundred and sixty pounds, but completely ineffective if you are a scrawny teenager weighing half of that, since most of the energy is wasted on side steps, not to mention the sheer absurdity of that swinging gait.		In den letzten Jahren sind Jugendliche, die übergewichtige amerikanische Rapper imitieren, wie umgekehrte Pendel gelaufen, die von links nach rechts schwingen. Das ist der einzige Weg vorwärts, wenn man über hundertzwanzig Kilogramm wiegt, aber völlig ineffektiv, wenn man ein hagerer Teenager ist, der die Hälfte davon wiegt, da die meiste Energie für Seitenschritte verschwendet wird, ganz zu schweigen von der reinen Absurdität dieses schwingenden Gangs.					YES
425534	n	Many a gentleman of the old school has been provoked to remark regretfully upon the under-bred manners and bearing of even the better classes in the modern industrial communities; and the decay of the ceremonial code—or as it is otherwise called, the vulgarisation of life—among the industrial classes proper has become one of the chief enormities of latter-day civilisation in the eyes of all persons of delicate sensibilities.		Viele ein Gentleman der alten Schule hat bedauernd bemerkt, wie die untergeordneten Manieren und das Auftreten selbst der besseren Klassen in den modernen Industriegemeinschaften provoziert wurden; und der Verfall des zeremoniellen Codes - oder wie es sonst genannt wird, die Vulgarisierung des Lebens - unter den eigentlichen Industrieklassen ist zu einer der größten Abscheulichkeiten der Zivilisation der letzten Tage in den Augen aller Menschen mit feinen Sensibilitäten geworden.					NO. The German translation is not accurate. The phrase "wie die untergeordneten Manieren und das Auftreten selbst der besseren Klassen in den modernen Industriegemeinschaften provoziert wurden" suggests that the manners and bearing of the better classes were provoked, which is not the intended meaning of the original English text. A better translation would be: "Viele ein Gentleman der alten Schule hat bedauernd bemerkt, dass die Manieren und das Auftreten selbst der besseren Klassen in den modernen Industriegemeinschaften untergeordnet sind; und der Verfall des zeremoniellen Codes - oder wie es sonst genannt wird, die Vulgarisierung des Lebens - unter den eigentlichen Industrieklassen ist zu einer der größten Abscheulichkeiten der Zivilisation der letzten Tage in den Augen aller Menschen mit feinen Sensibilitäten geworden."
